"No","Kecamatan","DesilKesejahteraan","PrioritasVerval","JenisKelamin","HubungaKepalaKeluarga","Pekerjaan","Usia2023","PenerimaSEMBAKO"
"48058","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"48059","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"48060","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","56","Tidak"
"48061","KOTA KUDUS","1","Normal","Perempuan","Istri","1","45","Tidak"
"48062","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","2","27","Tidak"
"48063","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"48064","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"48065","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"48066","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","30","Ya"
"48067","KOTA KUDUS","1","Normal","Perempuan","Istri","5","31","Tidak"
"48068","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"48069","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","5","Tidak"
"48070","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","37","Ya"
"48071","KOTA KUDUS","1","Normal","Perempuan","Istri","1","37","Tidak"
"48072","KOTA KUDUS","1","Normal","Perempuan","Anak","1","7","Tidak"
"48073","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","3","Tidak"
"48074","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","34","Tidak"
"48075","KOTA KUDUS","1","Normal","Perempuan","Istri","5","31","Tidak"
"48076","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"48077","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48078","KOTA KUDUS","1","Normal","Perempuan","Anak","1","7","Tidak"
"48079","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","55","Tidak"
"48080","KOTA KUDUS","1","Normal","Perempuan","Istri","2","43","Tidak"
"48081","KOTA KUDUS","1","Normal","Perempuan","Anak","1","20","Tidak"
"48082","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","15","Tidak"
"48083","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","53","Tidak"
"48084","KOTA KUDUS","1","Normal","Perempuan","Istri","2","53","Tidak"
"48085","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","29","Tidak"
"48086","KOTA KUDUS","1","Normal","Perempuan","Anak","1","18","Tidak"
"48087","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","68","Tidak"
"48088","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","46","Tidak"
"48089","KOTA KUDUS","1","Normal","Perempuan","Istri","1","47","Tidak"
"48090","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","20","Tidak"
"48091","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"48092","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","65","Ya"
"48093","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","41","Tidak"
"48094","KOTA KUDUS","1","Normal","Perempuan","Anak","5","39","Tidak"
"48095","KOTA KUDUS","1","Normal","Perempuan","Anak","5","31","Tidak"
"48096","KOTA KUDUS","1","Normal","Perempuan","Anak","5","24","Tidak"
"48097","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","18","Tidak"
"48098","KOTA KUDUS","1","Normal","Perempuan","Lainnya","6","10","Tidak"
"48099","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","43","Tidak"
"48100","KOTA KUDUS","1","Normal","Perempuan","Istri","1","44","Tidak"
"48101","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","21","Tidak"
"48102","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"48103","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","5","37","Ya"
"48104","KOTA KUDUS","1","Normal","Perempuan","Anak","1","19","Tidak"
"48105","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","13","Tidak"
"48106","KOTA KUDUS","1","Normal","Perempuan","Anak","6","9","Tidak"
"48107","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"48108","KOTA KUDUS","1","Normal","Perempuan","Istri","2","44","Tidak"
"48109","KOTA KUDUS","1","Normal","Perempuan","Lainnya","2","86","Tidak"
"48110","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","16","Tidak"
"48111","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","5","36","Tidak"
"48112","KOTA KUDUS","1","Normal","Perempuan","Istri","1","43","Tidak"
"48113","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48114","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","56","Ya"
"48115","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","33","Tidak"
"48116","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","31","Tidak"
"48117","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","28","Tidak"
"48118","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","68","Ya"
"48119","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","39","Tidak"
"48120","KOTA KUDUS","1","Normal","Perempuan","Anak","2","37","Tidak"
"48121","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","46","Tidak"
"48122","KOTA KUDUS","1","Normal","Perempuan","Istri","1","40","Tidak"
"48123","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","15","Tidak"
"48124","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"48125","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48126","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","7","Tidak"
"48127","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","2","36","Tidak"
"48128","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","1","33","Tidak"
"48129","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","11","Tidak"
"48130","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","2","33","Tidak"
"48131","KOTA KUDUS","1","Normal","Perempuan","Istri","2","31","Tidak"
"48132","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"48133","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","3","Tidak"
"48134","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","71","Tidak"
"48135","KOTA KUDUS","1","Normal","Perempuan","Istri","0","60","Tidak"
"48136","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","39","Tidak"
"48137","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","27","Tidak"
"48138","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"48139","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","55","Tidak"
"48140","KOTA KUDUS","1","Normal","Perempuan","Istri","2","48","Ya"
"48141","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","26","Tidak"
"48142","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","21","Tidak"
"48143","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"48144","KOTA KUDUS","1","Normal","Perempuan","Anak","1","11","Tidak"
"48145","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","40","Tidak"
"48146","KOTA KUDUS","1","Normal","Perempuan","Istri","2","41","Tidak"
"48147","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","19","Tidak"
"48148","KOTA KUDUS","1","Normal","Perempuan","Anak","1","14","Tidak"
"48149","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"48150","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","43","Tidak"
"48151","KOTA KUDUS","1","Normal","Perempuan","Istri","1","46","Ya"
"48152","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","19","Tidak"
"48153","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","16","Tidak"
"48154","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"48155","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"48156","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","73","Tidak"
"48157","KOTA KUDUS","1","Normal","Perempuan","Istri","2","71","Tidak"
"48158","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","31","Tidak"
"48159","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","37","Tidak"
"48160","KOTA KUDUS","1","Normal","Perempuan","Istri","2","40","Tidak"
"48161","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"48162","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","10","Tidak"
"48163","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","54","Tidak"
"48164","KOTA KUDUS","1","Normal","Perempuan","Istri","1","43","Tidak"
"48165","KOTA KUDUS","1","Normal","Perempuan","Anak","1","19","Tidak"
"48166","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","84","Tidak"
"48167","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","35","Tidak"
"48168","KOTA KUDUS","1","Normal","Perempuan","Istri","0","36","Tidak"
"48169","KOTA KUDUS","1","Normal","Perempuan","Anak","1","12","Tidak"
"48170","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"48171","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","55","Tidak"
"48172","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","2","57","Tidak"
"48173","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","2","32","Tidak"
"48174","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","2","27","Tidak"
"48175","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","39","Tidak"
"48176","KOTA KUDUS","1","Normal","Perempuan","Istri","2","48","Tidak"
"48177","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","26","Tidak"
"48178","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"48179","KOTA KUDUS","1","Normal","Perempuan","Anak","1","6","Tidak"
"48180","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","48","Tidak"
"48181","KOTA KUDUS","1","Normal","Perempuan","Lainnya","2","46","Tidak"
"48182","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","88","Tidak"
"48183","KOTA KUDUS","1","Normal","Perempuan","Istri","2","71","Ya"
"48184","KOTA KUDUS","1","Normal","Perempuan","Anak","2","40","Tidak"
"48185","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","11","Tidak"
"48186","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","65","Tidak"
"48187","KOTA KUDUS","1","Normal","Perempuan","Istri","5","63","Tidak"
"48188","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","2","28","Tidak"
"48189","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","48","Tidak"
"48190","KOTA KUDUS","1","Normal","Perempuan","Istri","2","47","Ya"
"48191","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","22","Tidak"
"48192","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"48193","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","76","Tidak"
"48194","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","42","Tidak"
"48195","KOTA KUDUS","1","Normal","Perempuan","Istri","2","37","Tidak"
"48196","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"48197","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"48198","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","1","70","Tidak"
"48199","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","1","10","Tidak"
"48200","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","69","Tidak"
"48201","KOTA KUDUS","1","Normal","Perempuan","Istri","0","67","Tidak"
"48202","KOTA KUDUS","1","Normal","Perempuan","Anak","5","48","Tidak"
"48203","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","46","Tidak"
"48204","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","41","Tidak"
"48205","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"48206","KOTA KUDUS","1","Normal","Perempuan","Istri","2","47","Ya"
"48207","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","19","Tidak"
"48208","KOTA KUDUS","1","Normal","Perempuan","Anak","1","10","Tidak"
"48209","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","49","Tidak"
"48210","KOTA KUDUS","1","Normal","Perempuan","Istri","2","38","Tidak"
"48211","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"48212","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48213","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","72","Ya"
"48214","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","44","Tidak"
"48215","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","33","Tidak"
"48216","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","44","Tidak"
"48217","KOTA KUDUS","1","Normal","Perempuan","Istri","2","39","Tidak"
"48218","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","15","Tidak"
"48219","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48220","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","51","Tidak"
"48221","KOTA KUDUS","1","Normal","Perempuan","Istri","0","46","Tidak"
"48222","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"48223","KOTA KUDUS","1","Normal","Perempuan","Anak","1","18","Tidak"
"48224","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","2","44","Tidak"
"48225","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","1","36","Tidak"
"48226","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","10","Tidak"
"48227","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","5","Tidak"
"48228","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","2","38","Tidak"
"48229","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","2","42","Tidak"
"48230","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","19","Tidak"
"48231","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","14","Tidak"
"48232","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","9","Tidak"
"48233","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","63","Tidak"
"48234","KOTA KUDUS","1","Normal","Perempuan","Istri","2","58","Ya"
"48235","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","33","Tidak"
"48236","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","29","Tidak"
"48237","KOTA KUDUS","1","Normal","Perempuan","Anak","2","26","Tidak"
"48238","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"48239","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","49","Tidak"
"48240","KOTA KUDUS","1","Normal","Perempuan","Istri","1","41","Tidak"
"48241","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","17","Tidak"
"48242","KOTA KUDUS","1","Normal","Perempuan","Anak","1","11","Tidak"
"48243","KOTA KUDUS","1","Normal","Perempuan","Anak","1","4","Tidak"
"48244","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","2","43","Tidak"
"48245","KOTA KUDUS","1","Normal","Perempuan","Istri","1","30","Tidak"
"48246","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48247","KOTA KUDUS","1","Normal","Perempuan","Anak","1","3","Tidak"
"48248","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","1","68","Tidak"
"48249","KOTA KUDUS","1","Normal","Perempuan","Istri","1","67","Tidak"
"48250","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","43","Tidak"
"48251","KOTA KUDUS","1","Normal","Perempuan","Istri","1","39","Tidak"
"48252","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","13","Tidak"
"48253","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"48254","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"48255","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","59","Tidak"
"48256","KOTA KUDUS","1","Normal","Perempuan","Istri","2","51","Ya"
"48257","KOTA KUDUS","1","Normal","Perempuan","Anak","1","11","Tidak"
"48258","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48259","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","45","Tidak"
"48260","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","62","Tidak"
"48261","KOTA KUDUS","1","Normal","Perempuan","Istri","1","55","Tidak"
"48262","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","29","Tidak"
"48263","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","5","27","Tidak"
"48264","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","77","Ya"
"48265","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","45","Tidak"
"48266","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","48","Tidak"
"48267","KOTA KUDUS","1","Normal","Perempuan","Istri","2","47","Ya"
"48268","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","23","Tidak"
"48269","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","20","Tidak"
"48270","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","18","Tidak"
"48271","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","33","Tidak"
"48272","KOTA KUDUS","1","Normal","Perempuan","Istri","2","33","Ya"
"48273","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"48274","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","5","Tidak"
"48275","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","46","Tidak"
"48276","KOTA KUDUS","1","Normal","Perempuan","Istri","2","36","Tidak"
"48277","KOTA KUDUS","1","Normal","Perempuan","Anak","1","13","Tidak"
"48278","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","9","Tidak"
"48279","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","37","Tidak"
"48280","KOTA KUDUS","1","Normal","Perempuan","Istri","1","33","Tidak"
"48281","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","7","Tidak"
"48282","KOTA KUDUS","1","Normal","Perempuan","Anak","1","4","Tidak"
"48283","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","4","56","Ya"
"48284","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","30","Tidak"
"48285","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","21","Tidak"
"48286","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","18","Tidak"
"48287","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","72","Ya"
"48288","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","41","Tidak"
"48289","KOTA KUDUS","1","Normal","Perempuan","Anak","2","38","Tidak"
"48290","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","66","Tidak"
"48291","KOTA KUDUS","1","Normal","Perempuan","Istri","5","57","Tidak"
"48292","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","27","Tidak"
"48293","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","1","78","Tidak"
"48294","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","39","Tidak"
"48295","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","36","Tidak"
"48296","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","31","Ya"
"48297","KOTA KUDUS","1","Normal","Perempuan","Istri","1","25","Tidak"
"48298","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","5","Tidak"
"48299","KOTA KUDUS","1","NIK Duplikat","Perempuan","Kepala Keluarga","2","53","Ya"
"48300","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","24","Tidak"
"48301","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","16","Tidak"
"48302","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","55","Tidak"
"48303","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","2","53","Ya"
"48304","KOTA KUDUS","1","Normal","Laki-laki","Anak","5","25","Tidak"
"48305","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","20","Tidak"
"48306","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","76","Tidak"
"48307","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","2","45","Tidak"
"48308","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","42","Tidak"
"48309","KOTA KUDUS","1","Normal","Laki-laki","Anak","6","40","Tidak"
"48310","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","22","Tidak"
"48311","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","1","81","Tidak"
"48312","KOTA KUDUS","1","Normal","Perempuan","Istri","1","78","Ya"
"48313","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","51","Tidak"
"48314","KOTA KUDUS","1","Normal","Perempuan","Istri","4","55","Tidak"
"48315","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"48316","KOTA KUDUS","1","Normal","Perempuan","Anak","1","13","Tidak"
"48317","KOTA KUDUS","1","Normal","Perempuan","Anak","1","12","Tidak"
"48318","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","5","53","Tidak"
"48319","KOTA KUDUS","1","Normal","Perempuan","Istri","2","56","Ya"
"48320","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","21","Tidak"
"48321","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","14","Tidak"
"48322","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","12","Tidak"
"48323","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","5","81","Ya"
"48324","KOTA KUDUS","1","Normal","Perempuan","Anak","5","55","Tidak"
"48325","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","5","66","Ya"
"48326","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","28","Tidak"
"48327","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","4","57","Tidak"
"48328","KOTA KUDUS","1","Normal","Perempuan","Istri","1","46","Tidak"
"48329","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"48330","KOTA KUDUS","1","Normal","Perempuan","Anak","4","22","Tidak"
"48331","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"48332","KOTA KUDUS","1","Normal","Perempuan","Anak","1","7","Tidak"
"48333","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","5","73","Ya"
"48334","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","0","50","Tidak"
"48335","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","29","Tidak"
"48336","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","1","50","Tidak"
"48337","KOTA KUDUS","1","Normal","Perempuan","Istri","1","49","Ya"
"48338","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","28","Tidak"
"48339","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","23","Tidak"
"48340","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"48341","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","64","Tidak"
"48342","KOTA KUDUS","1","Normal","Perempuan","Istri","1","45","Tidak"
"48343","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","25","Tidak"
"48344","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","16","Tidak"
"48345","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","10","Tidak"
"48346","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","51","Tidak"
"48347","KOTA KUDUS","1","Normal","Perempuan","Istri","3","42","Tidak"
